query_id,event_date,user_id,team_id,dataset_id,environment,bytes_scanned_gb,execution_time_ms
ca37dd2c-03ed-4e96-b5f1-839a9d0b0af5,2025-10-20,U07,T04,D03,prod,0.31,869
25f6cb5e-a5ad-4bb2-b3d4-76a010213993,2025-10-20,U03,T02,D01,prod,0.2,785
6eab112e-48ff-429c-be0f-067d5bdc4575,2025-10-20,U03,T02,D03,prod,0.2,1518
912b1cb7-bddb-48ef-aee2-699366cf9f1a,2025-10-20,U01,T01,D03,prod,0.11,1075
0bac90f3-42a5-4470-829d-9daee40ac2a1,2025-10-20,U04,T02,D04,staging,0.12,883
2ece2398-8db5-463d-89cf-2f4e1ed9aac3,2025-10-20,U06,T03,D04,prod,0.13,1044
ac8e35b1-ce5d-42cc-ad67-a9fd276c1a33,2025-10-20,U07,T04,D01,prod,0.15,814
e84a8202-628e-4a9d-862c-a2d7c93bbdde,2025-10-20,U06,T03,D02,prod,0.28,1025
a199fa3d-b8e1-4481-8d83-ca1d64196a6d,2025-10-20,U06,T03,D04,prod,0.18,633
45128905-9829-457e-99a4-d27683eaea89,2025-10-20,U08,T04,D01,staging,0.11,1403
684c2428-8a2a-4f19-864d-7ad5cb14fd0a,2025-10-20,U04,T02,D04,dev,0.08,777
678d79a0-f43d-4941-977e-263e97c4296d,2025-10-20,U04,T02,D03,prod,0.09,588
5a2e144a-e134-4650-a2af-d9b42aaa502b,2025-10-20,U06,T03,D04,dev,0.06,799
e0611e97-8446-4ee2-8b1c-f4aff75263bb,2025-10-20,U04,T02,D02,prod,0.35,868
2cbe665e-29b0-4bd5-84b0-74028ca340fd,2025-10-20,U02,T01,D04,prod,0.34,595
e43cc4f4-6df6-4ba2-80fa-41b00caa92c6,2025-10-20,U05,T03,D03,staging,0.11,909
7791abbf-ad13-4fc8-93da-689c1366ce86,2025-10-20,U07,T04,D03,staging,0.07,823
3c161477-a8b6-4e99-8f15-cd65c0591b8c,2025-10-20,U01,T01,D02,prod,0.19,1094
d5e93ec8-0a2c-4af0-92d1-cc6aa605c96e,2025-10-20,U06,T03,D02,dev,0.01,618
33f77a22-c668-4e42-b0bf-f7473859f90c,2025-10-20,U01,T01,D01,prod,0.11,338
de4cdf8e-b365-4387-a235-2b2e32efd57e,2025-10-20,U02,T01,D01,prod,0.22,1340
fc88314a-c086-402d-be6d-f6322b1fe67b,2025-10-20,U06,T03,D02,prod,0.18,598
bd0b685a-10e9-43ec-8488-9306c0d7dea7,2025-10-20,U02,T01,D04,prod,0.15,266
f8973992-2854-4f60-9027-d2e867c0e0b1,2025-10-20,U02,T01,D03,staging,0.09,1287
ea382ec7-242a-45c3-8b5a-c461db563dfe,2025-10-20,U06,T03,D02,staging,0.09,713
f86c9ce4-9fb8-4194-ab88-9defed1c8a06,2025-10-20,U01,T01,D04,prod,0.25,582
b503a0f7-be1e-4065-80b9-274f909224ea,2025-10-20,U06,T03,D01,prod,0.22,693
de4eb750-1642-4196-b169-ca47cc1d9cf2,2025-10-20,U06,T03,D04,staging,0.08,417
0eaca74f-c424-47dc-a2df-9febbf209812,2025-10-20,U08,T04,D01,prod,0.17,1250
e4190c6a-ab4a-48f2-90c6-959812433f51,2025-10-20,U04,T02,D01,prod,0.31,585
2b82c8f1-2e24-4192-9f66-40e9003239a4,2025-10-20,U05,T03,D04,prod,0.25,1206
bf6db38d-7a5f-418d-9cd0-9024b76a7531,2025-10-20,U01,T01,D02,prod,0.16,950
4604e9c7-810d-4049-80b9-0e7e38e91bfd,2025-10-20,U07,T04,D03,staging,0.09,1050
a08d0e36-1f1f-49d0-a697-5638f71787f5,2025-10-20,U04,T02,D01,staging,0.08,929
7559a268-43f7-44aa-82b0-d5dcb74f75b7,2025-10-20,U07,T04,D01,staging,0.06,922
2bbaf2a4-415a-4858-a455-a3cfed418ec4,2025-10-20,U06,T03,D03,staging,0.06,1054
cccc40e4-8828-4331-94a7-019a3ddc4294,2025-10-20,U02,T01,D03,dev,0.05,527
f3e4a3d8-d5c1-4226-a4ca-df791389b7df,2025-10-20,U07,T04,D03,prod,0.14,818
8db1514f-c288-45c8-ba60-6b75d66e8fbf,2025-10-20,U01,T01,D04,staging,0.1,803
06e68672-2996-41b1-ba2b-5b17619541ca,2025-10-20,U07,T04,D03,staging,0.08,410
736ad014-5619-478f-b2e5-f901203803b5,2025-10-20,U04,T02,D04,prod,0.12,873
d7419580-a239-4698-bb4e-7b5e24591cfd,2025-10-20,U04,T02,D02,dev,0.03,1212
12dfc4c2-380b-4016-b8a6-93e2a4dfa8f7,2025-10-20,U06,T03,D04,dev,0.05,895
39c3f976-737d-421a-a95f-26867257f538,2025-10-20,U06,T03,D03,dev,0.04,1119
7864cbc6-b489-453d-8172-1f4223725ab6,2025-10-20,U07,T04,D04,prod,0.27,1064
1f5402a9-b1ce-4342-9b41-b774d9f41bcf,2025-10-20,U08,T04,D03,staging,0.13,1187
2d4984d3-73b3-4046-a3b4-29109ca9d687,2025-10-20,U03,T02,D03,prod,0.08,918
efc6d789-f835-439f-8c89-b3a521ae959c,2025-10-20,U03,T02,D04,prod,0.17,348
4209b90e-9362-44fb-a623-df40aca983f6,2025-10-20,U07,T04,D04,staging,0.05,578
49c3de78-d2de-4f7d-bcea-d1abace3720b,2025-10-20,U02,T01,D03,prod,0.18,998
fe4032f8-4450-4650-911b-2055049fb411,2025-10-20,U03,T02,D02,prod,0.38,1011
5069d9d2-4d01-4044-a3f3-87144e4e9adc,2025-10-20,U05,T03,D04,prod,0.23,565
307e6979-23dc-499d-9fd9-47010a7ac710,2025-10-20,U07,T04,D04,dev,0.07,1393
b427fda8-33a4-418d-8798-31682d78cbb7,2025-10-20,U01,T01,D02,prod,0.23,585
b8287635-6159-4786-b68b-7cbc445f0a6c,2025-10-20,U05,T03,D03,prod,0.14,1036
5e786aa0-f355-4b75-83d7-45400110c5fe,2025-10-20,U05,T03,D04,dev,0.04,1107
8a0e67fd-33ce-4729-bed7-5559426e5e54,2025-10-20,U06,T03,D03,prod,0.09,1021
858fef04-8062-42d4-87e5-c4939aeba8c0,2025-10-20,U03,T02,D03,prod,0.17,421
3738f204-bf00-4194-b2de-080604c0d7f3,2025-10-20,U04,T02,D02,prod,0.18,902
5b68ae60-e0c1-404c-9ad9-f4b09f0e5fad,2025-10-20,U04,T02,D04,prod,0.16,390
6de755a9-9819-40e2-855f-dda5c9b0b6a1,2025-10-20,U05,T03,D02,staging,0.08,987
ce3737d2-e2f7-464d-b6a5-5bc33032acb1,2025-10-20,U02,T01,D01,prod,0.23,1349
e1e059a4-a586-4ff4-9073-96b87d624a98,2025-10-20,U08,T04,D02,staging,0.12,1222
a7d5154a-9fe0-4cfb-b176-4ee36766548d,2025-10-20,U02,T01,D02,prod,0.22,1038
2f3f4bb6-e2e7-49a8-b401-aacab4f8724c,2025-10-20,U08,T04,D03,staging,0.06,244
4e70b26c-17c0-4c69-9392-aba499f0621b,2025-10-20,U03,T02,D04,prod,0.24,701
6b63d641-82ee-47ec-9a68-0e6651a0d9c0,2025-10-20,U02,T01,D03,staging,0.05,1072
067e88e8-e56f-454f-a3f2-49e3748478ce,2025-10-20,U04,T02,D04,prod,0.15,761
89498709-b14d-42e6-a723-c016f10f703c,2025-10-20,U06,T03,D03,staging,0.08,618
a66aca8e-465e-40e3-b3dd-fae9d647f620,2025-10-20,U08,T04,D02,staging,0.11,845
67053e18-edb1-4ec4-82f6-ee869f172b60,2025-10-20,U01,T01,D01,prod,0.23,1182
47d0953a-e31c-4cf1-a955-c9dc08ead5ba,2025-10-20,U03,T02,D03,prod,0.11,544
26446f83-5291-435a-989e-2a56d719f80b,2025-10-20,U04,T02,D03,staging,0.12,1124
8e85d99a-14d4-4483-84df-e47507136a85,2025-10-20,U05,T03,D02,prod,0.2,1093
df8feaf7-e1fd-4096-bf19-c78950edbdc0,2025-10-20,U02,T01,D04,prod,0.05,1271
9091da92-a989-48a3-ab02-a12ef4636570,2025-10-20,U04,T02,D02,prod,0.25,1093
5553083a-7eb9-411e-b8b0-e5bd4f9aded1,2025-10-20,U05,T03,D02,prod,0.06,1187
b66ff0a7-f9dd-4ee7-988d-8e213bbd1d98,2025-10-20,U06,T03,D01,prod,0.17,1085
7d53a3dd-0593-42a5-9498-c453b4bd93d2,2025-10-20,U03,T02,D03,prod,0.34,689
b50735d9-c6bc-4bce-ade9-60c84a5bd954,2025-10-20,U07,T04,D01,prod,0.13,449
c878b9f6-b32d-4c59-9fe2-a510679a1f77,2025-10-20,U02,T01,D04,prod,0.23,286
3bf4f01d-ea2b-4612-b125-8ed0fec20c26,2025-10-20,U03,T02,D01,staging,0.08,610
ea62e248-23de-4ae4-aeb8-1b58d1bc1fc6,2025-10-20,U05,T03,D02,prod,0.26,1020
9b426d6a-a502-4fa5-b8e6-082274071d88,2025-10-20,U05,T03,D04,prod,0.04,560
dbcda1b0-f4e6-4773-a127-0cd0a48e990f,2025-10-20,U05,T03,D04,prod,0.13,1135
acd6d8fb-a188-4f02-b7a3-2ef6b29e75f8,2025-10-20,U04,T02,D03,staging,0.04,1110
27450072-d81f-4331-adb4-dc6154a76209,2025-10-20,U04,T02,D02,prod,0.32,632
5a4e3562-eb3c-4ab0-ab06-ebfd4a67aedf,2025-10-20,U02,T01,D02,prod,0.15,437
fcceecfc-9d4f-4135-9a87-bef25fbaf0e8,2025-10-20,U08,T04,D03,prod,0.11,849
9b5a8fa0-8f65-40f3-be79-fa90992985b6,2025-10-20,U02,T01,D02,prod,0.21,686
0f774947-1439-44de-b7c1-6e92c9a7126e,2025-10-20,U04,T02,D04,dev,0.06,925
0d7acb25-5e44-4fca-927b-0194015fe173,2025-10-20,U01,T01,D01,prod,0.15,918
657d214a-bcad-4df3-a803-38a66d4d911d,2025-10-20,U04,T02,D03,staging,0.09,738
a94b676e-c34f-4a53-b5fd-81697fc866b9,2025-10-20,U08,T04,D04,prod,0.2,428
bbfa9332-6ccf-4dc1-ae20-700724bf51e4,2025-10-20,U01,T01,D01,prod,0.16,1493
e23b8ef2-1434-47cf-a084-8ce9dc4780d7,2025-10-20,U03,T02,D03,prod,0.17,1054
21349f83-607d-4481-a2ff-f4a9b6134313,2025-10-20,U06,T03,D01,prod,0.19,879
b418940d-f08a-4e1c-9665-3f3fc0368d74,2025-10-20,U06,T03,D03,staging,0.09,1234
b77db043-572f-476e-8cc1-ec4a80135ffb,2025-10-20,U07,T04,D01,staging,0.01,1511
e22da7e8-1501-47c1-9db4-dd261e35c26a,2025-10-20,U07,T04,D04,staging,0.08,733
1aec5d15-f524-42e5-b0ce-aacea8083c48,2025-10-21,U02,T01,D02,staging,0.09,1238
39be27cd-5dc9-4dbf-9415-3a1c1630926a,2025-10-21,U06,T03,D04,prod,0.24,786
d285d863-bf8a-4c35-b14e-96834a1561b2,2025-10-21,U02,T01,D02,prod,0.14,1108
22210092-353a-4bfa-8521-efba6d573d11,2025-10-21,U03,T02,D02,prod,0.1,786
c0f3b055-8713-45cc-acd8-1a8128630f8e,2025-10-21,U04,T02,D02,prod,0.03,1204
4cd72450-6b05-46fa-8896-2a116ee17667,2025-10-21,U03,T02,D04,prod,0.27,846
f0f7325f-767f-4565-891e-a020400105fc,2025-10-21,U05,T03,D01,prod,0.19,725
f6cbfb08-245e-4cfa-ada6-e62089a3dba8,2025-10-21,U08,T04,D01,prod,0.17,1037
1e6cf7da-d705-4997-b7d7-b3d0afbd519d,2025-10-21,U05,T03,D04,staging,0.12,1052
1de55383-f84b-405e-b491-ebf056fcf2ee,2025-10-21,U03,T02,D03,staging,0.08,1285
7908ce92-abb0-4096-9c57-b0c922e8e4f3,2025-10-21,U03,T02,D01,prod,0.14,1201
cc58a393-c718-4d83-96bf-b3e131d3a0de,2025-10-21,U04,T02,D02,prod,0.13,435
2a0a2af1-4027-4b3e-b497-53179600ac1e,2025-10-21,U06,T03,D01,prod,0.23,1441
052a337e-a41f-4d62-9216-f3430d387c0a,2025-10-21,U06,T03,D01,prod,0.16,987
61559df2-e156-4f2a-b932-aa30c637154f,2025-10-21,U07,T04,D02,prod,0.13,1196
234d0d42-0533-4f53-b50b-fa9e41890580,2025-10-21,U04,T02,D03,prod,0.26,1645
c5622de6-5d7c-4cad-9b2c-2b5cb4e610fb,2025-10-21,U01,T01,D03,staging,0.05,1257
5c1fcdc7-57d3-4fe8-acf8-a1060e519893,2025-10-21,U04,T02,D01,staging,0.05,706
f43fe8df-8393-445a-af9d-c37bff62169e,2025-10-21,U05,T03,D02,prod,0.2,876
6fddab5f-a48d-4535-8f76-97caf9408692,2025-10-21,U07,T04,D02,staging,0.09,709
72c9ba3a-c80b-4ccf-a992-7ea0be570f5b,2025-10-21,U05,T03,D04,prod,0.23,964
7850bc66-d69a-4f9c-be9a-35d89787e6e7,2025-10-21,U04,T02,D01,prod,0.16,1502
708c1ff5-eb82-4a03-ba9a-c80221d044ee,2025-10-21,U06,T03,D01,prod,0.3,1025
55152a78-64e9-4ca0-a611-1a8abbe830e2,2025-10-21,U02,T01,D02,dev,0.03,1120
f4629c91-b9a1-4f74-871d-101100706572,2025-10-21,U06,T03,D01,prod,0.17,793
e0f832b9-2047-463e-a82b-e0b9f7de6a65,2025-10-21,U06,T03,D03,prod,0.23,746
a196e8b5-b8c8-4f57-ad33-439854213698,2025-10-21,U04,T02,D03,prod,0.12,869
bbe55245-04a4-4c3b-a110-5278fdc76577,2025-10-21,U07,T04,D04,dev,0.07,1468
7c520d54-d68c-4bf0-b754-0599032a31dd,2025-10-21,U05,T03,D02,staging,0.07,954
6be3ccde-9b5f-4220-bb87-b3a0fdf4f9bf,2025-10-21,U01,T01,D01,prod,0.16,884
8e9b57d3-d6c2-4b8d-9c21-8ef397b3fa7a,2025-10-21,U01,T01,D01,prod,0.26,1223
6eb77af3-9a0b-449c-a621-9646d08ca098,2025-10-21,U01,T01,D04,prod,0.35,722
243f917b-7e34-49c4-bcee-6690c63033b7,2025-10-21,U03,T02,D01,prod,0.16,735
f7c71ece-c0af-4331-bc1e-1bd29b81935c,2025-10-21,U07,T04,D04,prod,0.28,1262
8aef0d9e-dc73-4207-9f6b-1f9c3fcf60bc,2025-10-21,U05,T03,D02,dev,0.07,732
7b4a583c-e62d-43c7-9bef-1afe5e54572c,2025-10-21,U08,T04,D01,staging,0.1,1184
f6a81ab4-4514-4f43-b0a4-4a643f967f4b,2025-10-21,U01,T01,D03,prod,0.25,752
afacec13-e286-4f14-b810-3eea899b6e47,2025-10-21,U05,T03,D03,prod,0.09,828
1314605d-dfdd-4c7c-9508-1f6beb48c609,2025-10-21,U05,T03,D04,prod,0.19,575
87d02fdc-6da7-4ad6-b3f7-41acf3820433,2025-10-21,U07,T04,D04,prod,0.26,1253
2dc29d06-6a10-48c4-b391-854505ea4503,2025-10-21,U04,T02,D03,prod,0.25,1081
71e77d9c-b62f-45db-aab1-382c524a58a0,2025-10-21,U04,T02,D04,dev,0.04,843
fdbfa0ff-f248-4839-af89-cb7ca606c973,2025-10-21,U02,T01,D03,prod,0.06,851
0fe8f731-0473-4410-9f97-ddd8b24a80b2,2025-10-21,U05,T03,D01,prod,0.27,1208
ce229049-3f55-4a37-bd3e-e4be16547897,2025-10-21,U05,T03,D04,prod,0.28,1162
40fa22e3-58b3-4e77-954b-65ae7c1bfb82,2025-10-21,U06,T03,D04,prod,0.25,936
d41e4170-65d4-461d-a5fb-a301dc5e5180,2025-10-21,U08,T04,D02,prod,0.17,663
a9393e28-e93e-4447-8d39-8548ba24d3a9,2025-10-21,U04,T02,D01,prod,0.2,883
00e1653b-c9e2-445f-8b96-4aca891daf89,2025-10-21,U06,T03,D01,prod,0.32,1264
5d7f8a91-c514-404d-bc62-4ce6067f4a0e,2025-10-21,U06,T03,D02,staging,0.09,1203
3875cd37-97e0-4073-9684-958324c97ff5,2025-10-21,U06,T03,D01,staging,0.06,1035
af282271-9546-499f-83de-f4081e0e7bfa,2025-10-21,U05,T03,D02,prod,0.18,440
fa212422-8166-4c7d-81da-9494dceab792,2025-10-21,U01,T01,D02,prod,0.32,1175
575a7e07-2590-4626-92ff-b6a560267475,2025-10-21,U03,T02,D04,prod,0.28,1167
b9e121bd-3104-4069-a192-0a399e988690,2025-10-21,U05,T03,D03,prod,0.1,1390
5ad2db83-807e-417a-bb38-8a28e6faa543,2025-10-21,U06,T03,D02,prod,0.09,1038
9510bc87-73ff-4912-842c-e897315abe4b,2025-10-21,U05,T03,D01,staging,0.05,1092
8c937262-bf46-4adc-bd86-588f7e1473d0,2025-10-21,U03,T02,D04,staging,0.09,1352
cf8a111b-b84f-4d1d-8980-a41e5bf5335b,2025-10-21,U07,T04,D03,prod,0.24,611
7c801612-0b97-446e-8f99-63a5e6c4884e,2025-10-21,U08,T04,D03,dev,0.06,1155
667a9564-6d53-41d4-8291-5ea078c92808,2025-10-21,U02,T01,D02,prod,0.17,1193
cbe5a161-d36a-42e9-a546-66a072c68c77,2025-10-21,U05,T03,D02,prod,0.2,545
c023f537-31bc-46e1-8142-68cce07fe935,2025-10-21,U01,T01,D03,prod,0.22,1006
933f7eb1-18e6-48de-861e-a742ae2d2d46,2025-10-21,U03,T02,D04,prod,0.2,988
9f8fbde1-59fb-4da6-b9b6-e4b5fac27178,2025-10-21,U07,T04,D01,prod,0.19,869
4b8e9742-0f70-4028-98dd-4bf03062c007,2025-10-21,U03,T02,D04,prod,0.27,882
67ae6472-454e-4737-a0f7-5b430a208061,2025-10-21,U07,T04,D01,staging,0.13,795
af503410-c087-41c0-9210-41c6839ce91a,2025-10-21,U02,T01,D02,prod,0.14,984
18208ebb-c29c-45c3-ad19-41ef82566824,2025-10-21,U02,T01,D02,prod,0.25,447
26f0f591-b092-45fc-b8bc-7d225a55ec71,2025-10-21,U01,T01,D01,prod,0.3,423
1e9d068c-0549-4480-9240-629b5caee843,2025-10-21,U05,T03,D03,dev,0.05,1125
9607ab51-5559-43e1-ae21-964c4191064b,2025-10-21,U05,T03,D04,prod,0.24,972
4d627218-58ee-4048-ab7f-778df0db7d68,2025-10-21,U06,T03,D02,prod,0.13,1402
15aa6f4d-cab4-4ca8-9de9-330efd9ee74a,2025-10-21,U06,T03,D02,prod,0.22,925
c7e4eaf3-da1c-49e1-843d-e42282b7f2bc,2025-10-21,U05,T03,D03,prod,0.12,740
afc186f6-c2d9-4a15-b1b6-81e2fe527515,2025-10-21,U01,T01,D02,staging,0.11,747
8ac01c04-b5e7-4afe-b2c0-0f5602bb634f,2025-10-21,U07,T04,D04,prod,0.25,995
52fb600f-816f-47c5-8306-57fcbce676c8,2025-10-21,U03,T02,D03,prod,0.1,934
fe76e597-d84d-4342-b53c-3f479696f8f3,2025-10-21,U02,T01,D02,prod,0.28,750
8409ceae-b4f2-491b-a6b2-711b5232b0ae,2025-10-21,U02,T01,D02,prod,0.17,669
c92306cc-1c0e-4df2-9e65-1b516b4beef0,2025-10-21,U04,T02,D04,prod,0.19,711
544c68e0-90b1-4f5d-8d6e-ee5f9460542e,2025-10-21,U01,T01,D02,prod,0.15,507
b3cd8e68-858b-4d11-b538-887bbd221ab9,2025-10-21,U03,T02,D04,prod,0.16,947
3a22fef1-537c-49fb-b88b-93a5c3adb66b,2025-10-21,U08,T04,D04,staging,0.06,934
0a478fd7-cb4f-45c0-a7ca-e661257b8d87,2025-10-21,U03,T02,D03,staging,0.09,906
436de319-a7e1-47f0-89d8-e12379555108,2025-10-21,U06,T03,D03,prod,0.15,913
9a1753fb-d75a-4947-afa7-f4fcd593a822,2025-10-21,U05,T03,D03,prod,0.2,450
44ebe8d0-3840-4fbb-8a2e-6fa3df89256f,2025-10-21,U02,T01,D04,dev,0.03,431
b9b64f67-4a75-4606-afe1-60828a33bd64,2025-10-21,U07,T04,D03,prod,0.26,650
13cf1329-57fa-467f-b11e-66d98e1f82d2,2025-10-21,U03,T02,D02,prod,0.15,360
06902e36-cd5c-4419-928f-9aef899d5561,2025-10-21,U06,T03,D03,prod,0.09,648
90110a83-b5ed-43d1-8825-ce6be181916b,2025-10-21,U05,T03,D01,prod,0.24,892
efe56db1-739b-4d52-a592-181ef10889b5,2025-10-21,U03,T02,D01,prod,0.38,1156
fbc813f9-d378-4996-b0d3-e5f8fc240858,2025-10-21,U05,T03,D01,prod,0.2,941
78786bc1-45ff-475a-aceb-2df3c55af26c,2025-10-21,U05,T03,D04,staging,0.03,909
0105a8c3-acf2-4c59-9616-c9f7b68ad72c,2025-10-21,U03,T02,D01,prod,0.17,985
7efbf498-28d2-4b54-8a6b-b93065431131,2025-10-21,U08,T04,D04,prod,0.23,921
c7607029-1be2-44c9-93bb-a05b757f3bd1,2025-10-21,U06,T03,D02,dev,0.07,1254
236897e8-9eb2-413b-8cbd-da81689208cd,2025-10-21,U04,T02,D04,prod,0.03,769
7ec8700a-2178-4bfd-a592-e4632b7e0bdd,2025-10-21,U01,T01,D04,staging,0.08,1007
68e0f0e0-72e7-47e1-9baa-b9e89cc45400,2025-10-21,U04,T02,D04,prod,0.29,346
44883489-e3ab-4de2-aaa2-b3e163aa0901,2025-10-21,U08,T04,D02,staging,0.08,675
04e69ba2-09d4-47f6-b859-ffecfde07d93,2025-10-21,U03,T02,D02,staging,0.01,1001
89976d1e-3139-4924-a843-bd5feaa5bf72,2025-10-21,U08,T04,D03,prod,0.26,855
3a55c91d-f71d-4030-9b8b-c4dc36510ed0,2025-10-21,U03,T02,D01,prod,0.22,658
056cd574-5361-4541-b81f-ee478a137353,2025-10-21,U01,T01,D03,prod,0.18,1459
eda837b6-fc10-47d2-b231-04b5b42e5388,2025-10-21,U03,T02,D01,prod,0.06,983
52b28a6d-0aea-4a17-86d9-e8f73bff9a15,2025-10-21,U04,T02,D01,prod,0.12,872
386b434a-e141-413a-9756-c89b2c1f4895,2025-10-21,U05,T03,D02,prod,0.3,1210
82e68268-201a-40dd-8bef-ebce5c6a2b81,2025-10-21,U04,T02,D01,prod,0.26,657
12c4f27b-e484-4a60-99b3-c1e4b787c486,2025-10-21,U02,T01,D01,staging,0.05,798
37864f04-6e01-4c03-ad53-efafbdaf6d23,2025-10-21,U02,T01,D03,staging,0.11,1055
d293f1f8-5d2e-4d65-bd85-74792e04377a,2025-10-21,U02,T01,D01,prod,0.07,936
05689b6f-520f-4446-a710-9acf335f4c45,2025-10-21,U05,T03,D04,prod,0.13,1015
6a0c4be7-b989-44fd-afb8-708ec4b0b9eb,2025-10-21,U02,T01,D02,prod,0.24,1183
8a0046c6-3b7a-4ca8-a895-c8b1419caa05,2025-10-21,U05,T03,D01,prod,0.15,880
73334e54-bedf-46c7-89ec-da0f7104d041,2025-10-21,U07,T04,D04,staging,0.07,1039
f1a1e478-db15-4a12-a275-e26c174e3e01,2025-10-21,U08,T04,D02,prod,0.19,1253
17d7d8f4-4c28-47c7-bf98-5078ac94bbbe,2025-10-21,U04,T02,D01,prod,0.2,943
9c5a19f9-4fb9-4311-8c9a-abf5123477df,2025-10-21,U05,T03,D03,prod,0.23,1028
963296d5-2422-430c-b82c-3ee8d0aa2c02,2025-10-21,U07,T04,D01,prod,0.26,1073
16147cf3-16af-46cd-88db-7144a2df10fb,2025-10-21,U03,T02,D04,staging,0.09,783
ea847eb2-8cb3-4928-a0f0-dfce0f1c9202,2025-10-21,U03,T02,D02,prod,0.17,903
012de694-2d23-4746-97fa-bfc17daf0d26,2025-10-21,U05,T03,D01,prod,0.16,1272
bc5fa178-ce13-40ba-9745-ed6769cd7b73,2025-10-21,U02,T01,D02,prod,0.11,132
7d05a9fa-1c44-4e74-9973-575724f9b784,2025-10-21,U03,T02,D02,prod,0.07,1001
3b79a3f8-cd43-4624-bab4-7cbcb9090731,2025-10-21,U04,T02,D03,prod,0.29,717
76cf26dc-1da1-4d39-8a37-0b8aa249aa42,2025-10-21,U02,T01,D02,prod,0.24,1188
76e95f72-1ee3-47b4-8015-df6d11339722,2025-10-21,U02,T01,D04,dev,0.04,854
a5f77c69-8479-468e-8421-f1469b21d03d,2025-10-21,U06,T03,D01,staging,0.08,1066
9dd0c9e7-56f8-4d43-a1b0-aed99c78df4d,2025-10-21,U08,T04,D04,prod,0.22,1671
d67fa181-cd3e-4887-ba03-73f5400f8b62,2025-10-21,U01,T01,D01,prod,0.23,1175
203d5f1a-931f-4ad7-bedb-fee0c45ce8b6,2025-10-21,U02,T01,D02,prod,0.26,1139
20ebe84c-f994-4819-b02a-72766d9e703e,2025-10-21,U07,T04,D02,prod,0.19,1146
8d08474a-0952-40f5-a7e9-9967fc21c814,2025-10-21,U01,T01,D04,staging,0.11,1040
77ab6496-832c-40ae-897d-016f7d1c360b,2025-10-21,U07,T04,D02,prod,0.3,816
194c61fd-6fa7-43e1-a788-e76af55f2346,2025-10-21,U01,T01,D01,prod,0.23,674
1e8bf2ed-4e29-424e-bd20-194d13a7b42d,2025-10-21,U07,T04,D04,prod,0.24,904
18644e6f-1e44-4ebe-aa58-eef099482f7d,2025-10-21,U01,T01,D04,prod,0.15,537
9979b177-6c76-43ad-98e3-31b56933b83e,2025-10-21,U07,T04,D04,prod,0.22,246
aeb770c9-4ec6-4569-ac25-7d9f0ff31856,2025-10-21,U05,T03,D02,prod,0.35,1027
e8360188-a8cf-4010-a8a0-580ed2f65714,2025-10-21,U05,T03,D01,prod,0.21,749
93b4b4f7-7565-4796-bc28-96bb745db034,2025-10-21,U05,T03,D04,prod,0.15,1210
0f16bda9-fd1c-48be-9324-868fe96c52f2,2025-10-21,U05,T03,D01,staging,0.07,764
9e8f74ab-89e4-44ab-8be6-b807e4693249,2025-10-21,U01,T01,D01,prod,0.28,1142
bc48ca8b-e098-4787-a539-2d09b5bef3d9,2025-10-21,U06,T03,D01,prod,0.2,1181
111fa4b9-8400-4f00-9b7c-021ae7f4592c,2025-10-21,U07,T04,D01,staging,0.12,1409
0784afce-a146-4cde-bc1e-866f2cb390c3,2025-10-21,U08,T04,D03,prod,0.11,548
19054aa9-af0f-42bd-bf5a-fa91c80ecbac,2025-10-21,U06,T03,D04,prod,0.22,998
b5a25675-317b-4645-8666-a154812c0c83,2025-10-21,U01,T01,D03,prod,0.21,942
897c3735-a825-476a-8ab0-6609023bad27,2025-10-21,U06,T03,D01,prod,0.26,974
c2c0796f-d47b-4fe4-9d34-8ed7e39a5e12,2025-10-21,U03,T02,D04,prod,0.18,938
c2d5d093-34f9-4078-835b-0f07ab935651,2025-10-21,U08,T04,D04,prod,0.06,1005
36d39d14-9c26-448b-9684-d8030bee450c,2025-10-21,U01,T01,D01,dev,0.05,1177
6209f121-d61d-4604-b83e-995ec19ddef1,2025-10-21,U04,T02,D03,dev,0.05,497
d957d878-b688-4767-94f3-bbfc8d0e6c21,2025-10-21,U08,T04,D02,prod,0.35,1177
d0098175-3909-4102-8292-9bd0310f2083,2025-10-21,U04,T02,D03,dev,0.07,856
c78cf862-b745-44fa-9b51-8521c846c0e0,2025-10-21,U06,T03,D03,prod,0.16,1134
a2222e17-e6fa-483f-8d4c-799a7ebc3b32,2025-10-21,U07,T04,D04,prod,0.26,1316
8d156666-eacc-4ecc-94fa-9bac4fdd00f1,2025-10-21,U07,T04,D03,prod,0.11,1007
7691a290-9a5f-4e15-a8b1-58c8fb15d15f,2025-10-21,U01,T01,D04,dev,0.06,1592
c80c83ed-b896-43e5-8cad-6b4e0f96fec8,2025-10-21,U03,T02,D01,prod,0.0,1287
c1b0b006-cf99-420b-ad14-66f41debdac0,2025-10-21,U05,T03,D04,dev,0.06,1458
a2783a0b-6dd6-4ead-b258-ee1b6619f42a,2025-10-21,U06,T03,D01,prod,0.33,665
9f63ba30-9d33-47b6-aa36-299aa9b710aa,2025-10-21,U04,T02,D04,prod,0.15,1176
09638dd9-fdb9-4763-bf41-3118a66b8273,2025-10-21,U02,T01,D03,prod,0.26,212
